артикул; название; url картинки; цена; доставка; цвет; размер;  полное описание; подробное описание
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色; 31; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）绿色;  38; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）灰色;  38; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）红色;  38; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）蓝色;  38; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）灰色;  38; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ; B4-F05（高帮）蓝色;  39; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）绿色;  39; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  B4-F05（高帮）灰色;  39; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）红色;  39; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）蓝色;  39; ; <br><hr><br>; ; ; 
27619948269; 潮2013韩国N字母休闲鞋厚底松糕运动鞋阿甘鞋女韩版N字鞋秋季女鞋-淘宝网; http://img01.taobaocdn.com/bao/uploaded/i1/15842028429591062/T1XsG2FexeXXXXXXXX_!!0-item_pic.jpg; 37,50; ;  C9-F03（低帮）灰色;  39; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00; 黑色; 31; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  白色; 31; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  棕色; 31; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00; 黑色;  35; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  白色;  35; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  棕色;  35; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00; 黑色;  36; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  白色;  36; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  棕色;  36; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00; 黑色;  37; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  白色;  37; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  棕色;  37; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00; 黑色;  38; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  白色;  38; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  棕色;  38; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00; 黑色;  39; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  白色;  39; ; <br><hr><br>; ; ; 
20105386410; 2013款秋冬欧美女鞋系带尖头鞋平底复古马丁靴平跟及踝靴短靴子女-淘宝网; http://img03.taobaocdn.com/bao/uploaded/i3/15842039933648440/T1v89LFatdXXXXXXXX_!!0-item_pic.jpg; 29,99; 5.00;  棕色;  39; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00; 黑色（pu); 31; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  白色斑马纹(pu）; 31; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  豹纹（绒面）; 31; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00; 黑色（pu);  35; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  白色斑马纹(pu）;  35; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  豹纹（绒面）;  35; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00; 黑色（pu);  36; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  白色斑马纹(pu）;  36; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  豹纹（绒面）;  36; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00; 黑色（pu);  37; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  白色斑马纹(pu）;  37; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  豹纹（绒面）;  37; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00; 黑色（pu);  38; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  白色斑马纹(pu）;  38; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  豹纹（绒面）;  38; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00; 黑色（pu);  39; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  白色斑马纹(pu）;  39; ; <br><hr><br>; ; ; 
19812394517; 2013秋冬新款街拍豹纹复古圆头厚底粗跟及踝短靴女马丁靴厚底女鞋-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842029361075719/T1Tg5JFgReXXXXXXXX_!!0-item_pic.jpg; 27,50; 5.00;  豹纹（绒面）;  39; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00; 黑色; 31; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  棕色; 31; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  黄色; 31; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00; 黑色;  35; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  棕色;  35; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  黄色;  35; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00; 黑色;  36; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  棕色;  36; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  黄色;  36; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00; 黑色;  37; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  棕色;  37; ; <br><hr><br>; ; ; 
22272783419; 2013秋季欧洲站洋气明星新款英伦粗跟系带韩版复古厚底女鞋单鞋子-淘宝网; http://img04.taobaocdn.com/bao/uploaded/i4/15842027753441035/T10E5JFbRgXXXXXXXX_!!0-item_pic.jpg; 31,99; 5.00;  黄色;  37; ; <br><hr><br>; ; ; 
